,file_name,label,full_waveform_min,full_waveform_max,full_waveform_mean,full_waveform_median,full_waveform_std,full_waveform_skew,full_waveform_kurtosis,full_waveform_duration,swt_d_1_low_power_ratio,swt_d_1_med_power_ratio,swt_d_1_high_power_ratio,swt_a_1_low_power_ratio,swt_a_1_med_power_ratio,swt_a_1_high_power_ratio,swt_d_2_low_power_ratio,swt_d_2_med_power_ratio,swt_d_2_high_power_ratio,swt_a_2_low_power_ratio,swt_a_2_med_power_ratio,swt_a_2_high_power_ratio,swt_d_3_low_power_ratio,swt_d_3_med_power_ratio,swt_d_3_high_power_ratio,swt_a_3_low_power_ratio,swt_a_3_med_power_ratio,swt_a_3_high_power_ratio,swt_d_4_low_power_ratio,swt_d_4_med_power_ratio,swt_d_4_high_power_ratio,swt_a_4_low_power_ratio,swt_a_4_med_power_ratio,swt_a_4_high_power_ratio,swt_d_1_energy_entropy,swt_d_1_higuchi_fractal,swt_a_1_energy_entropy,swt_a_1_higuchi_fractal,swt_d_2_energy_entropy,swt_d_2_higuchi_fractal,swt_a_2_energy_entropy,swt_a_2_higuchi_fractal,swt_d_3_energy_entropy,swt_d_3_higuchi_fractal,swt_a_3_energy_entropy,swt_a_3_higuchi_fractal,swt_d_4_energy_entropy,swt_d_4_higuchi_fractal,swt_a_4_energy_entropy,swt_a_4_higuchi_fractal
10,a0011,-1,-2.309749447107597,2.14883685298752,0.05412076969867372,0.05006985101596408,0.46576584750170874,-0.14960828680102234,0.7452814788019291,11.996666666666666,0.6540589871960114,0.13323570079747354,1.3523222468383431,0.2347435156645675,0.7842635671234798,0.9479377745917522,0.8613778338876418,0.09783963319924102,0.14393065823070386,0.2721182218292985,0.14093810060874126,1.0114618677684117,0.9147677250329243,0.23168659361785174,0.11347095300110491,0.2812800289278871,0.06630174198417706,0.14460549450563598,0.928268800947415,0.2903470354713374,0.1410775473202787,0.28567761095327576,0.0637873646291295,0.11860713246430381,-2472.985236115741,1.1894448192562612,-3230.8103960805083,1.0720850393279582,-2313.244580391124,1.6581519670465643,-2681.7550510480633,1.1723931957660891,-5000.815176653496,1.9784040329981323,-2545.9158666653857,1.5194726814533517,-11953.687367979266,2.054007216276537,-3362.908791995892,1.6074074070506614
11,a0012,-1,-1.547785087624445,1.868197664229168,0.11987808888148076,0.1195255179462385,0.43561324827093884,0.06275944376023121,0.0724818485841543,11.996666666666666,0.45971313368633593,0.11741532717731576,1.3698455544412176,0.26282964768141015,0.6497506817394801,0.9246765612700611,0.6913903447173408,0.10027615904405889,0.1221844929329236,0.25434299786777126,0.12107300564668606,0.9974509384823705,0.7525032059368232,0.21053396312273748,0.1166009800901845,0.2578396200206255,0.08056709980508169,0.12108000791075446,0.7681212376045651,0.25810683551354996,0.12134908419601365,0.2602039638244019,0.07787584298064901,0.10697867033375154,-2407.0850630643235,1.1971704106184575,-2826.490584115677,1.067048612116341,-2635.4733572316727,1.6198846494420769,-2614.0152129253856,1.1764695902136129,-5356.158012225534,1.9687352140735241,-2545.048388394291,1.4726587672260691,-12376.453014984294,2.04792820383735,-3366.8059017497794,1.5590318786854105
12,a0013,1,-1.3411323717084866,1.586075949136869,0.06152164629714237,0.06187747564697847,0.468959964891904,0.0029123418089742397,-0.320528465067353,11.996666666666666,0.5375243282361729,0.11453699292208425,1.3956388140533267,0.22888930637473534,0.7075014511022818,0.9905690009750374,0.7652297641712817,0.10439557876365878,0.1307138622363473,0.22636035607841223,0.10751349623086448,1.0570179738928989,0.8179046349439306,0.24757459646057653,0.11136451115700662,0.22805391147195192,0.06303245787278292,0.13075230419404715,0.8286284125714651,0.30161695431026003,0.12955637019691266,0.22814188516368852,0.06995819261930154,0.1088730899617747,-2460.45598243091,1.2060839467414335,-3275.629263635392,1.07272936758416,-2218.6634518977426,1.6287814543518337,-2800.623671529854,1.1917002738727827,-5029.508045537072,1.9529441482775325,-2375.9858780092754,1.51144733138739,-12132.033522723228,2.028259413458899,-3122.9547507591797,1.5882541372233294
13,a0014,1,-3.229918596446941,1.9903775820618173,0.05760149704719878,0.045818301414731505,0.4627622891368268,-0.20179354450690964,1.1995132021093617,11.996666666666666,0.5032405869435029,0.1756204621911179,1.3262768564010792,0.26841220426505663,0.7932701458536245,0.8873914452208744,0.6891326725135238,0.1017451317576599,0.12875000424446936,0.2972265055140827,0.15714826568354612,0.9614299752698369,0.7411124177880709,0.2568142282883597,0.11854773475700058,0.3009536897233437,0.08710432647662905,0.12458577542283268,0.7555411764473632,0.31722901342896054,0.12915230754222534,0.3028500503342745,0.08480004802699763,0.0986252692914279,-2355.9977379606407,1.1978044944947825,-3232.1451376312534,1.0653321984066777,-2391.2065103492637,1.6339856599638805,-2677.333600384296,1.1749712982354008,-4979.689284909551,1.976965521811321,-2492.1908586394825,1.4880922867112163,-11998.473527156275,2.057845572166687,-3332.837747692603,1.5753178008797735
14,a0015,1,-1.1863950986161993,1.7243283364570068,0.04918220491197585,0.043523770920750604,0.4347594054317752,0.07230560246317726,-0.1364746930297227,11.996666666666666,0.6798034905530317,0.11681099918168972,1.3809488898118563,0.25448927699122714,0.7549769558970297,0.9799180278499888,0.9547619895326743,0.10232767968788023,0.12650937448454122,0.24737313309630754,0.15656617101550468,1.0523462224333366,1.0181427587950231,0.2611732970170085,0.1149117048100724,0.248366251330246,0.0693413616497466,0.1269315259429079,1.0329920304092495,0.3204402012532684,0.12157568566572055,0.2479263012492162,0.06637530286920514,0.09709718736506233,-2398.7355281379528,1.1963729587167766,-3653.5223487374324,1.081190773380642,-2445.326499094771,1.6303191517897073,-3001.0171821531912,1.1812239332061496,-5142.4615689140865,1.9617814955481,-2639.159214811307,1.4971150241816307,-12206.938304959309,2.036946067183126,-3463.0739074281146,1.581453512072775
15,a0016,-1,-1.5039560112973416,1.389522952466991,0.10319343407408749,0.10291870677012233,0.4506499669385705,-0.04702310652662999,-0.39025898330178244,11.996666666666666,0.5666226140300082,0.11839886347435676,1.3211847628033913,0.224079548360557,0.6114258457978713,0.9944783312364172,0.7687428664334125,0.09984829280777445,0.13759345451814292,0.25251927209674274,0.11570286025826071,1.0443264539612789,0.8262138839714425,0.21460842598805102,0.11725741884509995,0.24761087197232684,0.07142776069301367,0.145190219600241,0.8415554328846971,0.2762327022316439,0.13651645639676996,0.24486746188077158,0.069808795703698,0.09682448510827399,-2254.246458313163,1.1914794822849677,-2770.2459809038683,1.07230043846208,-2436.537346242779,1.6135583073900412,-2407.245882238936,1.176536010011541,-5133.755134150308,1.970246760242082,-2319.651214634224,1.468533018195658,-12157.842882125042,2.0481695552977617,-3163.6015593763755,1.5533887356095766
16,a0017,1,-2.6736257745205054,1.7040068343820525,0.04871160990298898,0.053097077034679994,0.4712113513559218,-0.0829860937797835,0.310652791193585,11.996666666666666,0.6412863221162987,0.14598379537735726,1.4404498155580017,0.20429413555642786,0.567896895829138,0.9700363580175395,0.8841520682953675,0.11677707363469193,0.1299990229795715,0.23712890407416584,0.13816055647123895,1.058394324194286,0.9395550070829374,0.2157954746732577,0.10457659673398324,0.23400629675314777,0.0750416737134184,0.12426665740666679,0.9529695303078567,0.2668288637973157,0.12636861053105633,0.2305753176988991,0.07186534479399416,0.09099929810123167,-2159.8541225469808,1.1839244512766898,-3236.429420857755,1.074155391031329,-2265.496777961558,1.6408776326396297,-2628.6169449689946,1.1664206370839605,-5015.603376973357,1.9718420009101767,-2471.5314996973193,1.4891554086271568,-12024.198058573977,2.05213244227558,-3240.6187645238556,1.574432863729548
17,a0018,1,-2.0872167200646183,2.5326064125327776,0.06512222011875286,0.05722205170934497,0.4859062858108114,0.03919428170634293,0.10361019299504415,11.996666666666666,0.5464762357595532,0.12430782319905644,1.2783798841489604,0.23933574424095122,0.7767030937488856,0.9465730089574537,0.7473479172043157,0.08698073406355247,0.12500239840497768,0.26596181534164737,0.12663445738623205,0.9966184592749142,0.7978612439725725,0.25091585658692817,0.11237049989993533,0.26974677027096755,0.07477314703566434,0.126869393770564,0.8086492697048031,0.3117861045886689,0.13249099352232968,0.2717797283976077,0.07195448166870372,0.11120373689330385,-2125.5817337682556,1.187689289582346,-2758.419470768124,1.0608826411386945,-2362.157787579805,1.6463169372987458,-2473.3923826001173,1.1662030706617654,-4891.488485106053,1.9982633922573154,-2274.444882419284,1.4833788016346356,-11828.826412047178,2.0698324828697894,-2937.339857219457,1.5777576625267227
18,a0019,-1,-2.9720057473301824,1.687077178248454,0.058965672481568546,0.06357371381242545,0.4367369241867043,-0.36228261229004416,2.2383809933401997,11.996666666666666,0.5385328633205486,0.10985632078282254,1.3819210156781792,0.23483314538710162,0.6333798385449909,0.9861563893152578,0.758147256538748,0.10175521658592455,0.1263534227813671,0.2229496195187504,0.11026175702239019,1.0442281709974777,0.8137527816749547,0.23432447858039981,0.12202461814264874,0.21867971914166565,0.0864712549335807,0.1289932430683729,0.827033531293442,0.28761708580443873,0.12575967496948257,0.21673724686907567,0.08449700755758006,0.1054937223506119,-2394.1540789514656,1.2045120852698328,-3488.710678393097,1.0686699744621015,-2582.6204185143824,1.6397126473620807,-2852.632634254279,1.1809045264415667,-5180.8070378323655,1.9889494558192964,-2824.9220838182637,1.4998147454755841,-12160.467096934379,2.06338630790996,-3566.570221273133,1.5936777667797604
19,a0020,1,-1.9235302509267844,1.8286580142132556,0.04621369028676931,0.04192185799607641,0.45425619783632115,-0.007955631674386338,0.6083169529779289,11.996666666666666,0.462743968502773,0.12006485479986978,1.3081369984010973,0.2725769911773161,0.6867130400764868,0.9372591709959639,0.6197947116764004,0.0974069592934813,0.15495866452427626,0.3084944835060316,0.1432670237243311,0.9986326565100898,0.6645256586423526,0.20961817143966524,0.11688987156469235,0.3069458851959658,0.07434286266431767,0.155603018912681,0.6766593334924051,0.26413276503061206,0.13207893980907878,0.3052177090513843,0.07347154472954218,0.10774865022475931,-2276.8350238420435,1.1882665917743032,-2988.3819227553613,1.0602967118621927,-2687.5146153817464,1.6182901241529675,-2703.7191158076107,1.1587495347155332,-5512.672829753498,1.9578031860177665,-2573.598443640134,1.4628728787504581,-12572.42469152157,2.038164151771116,-3395.0144753551135,1.5448508315919973
20,a0021,1,-2.366120640717302,1.5295995015148685,0.11798057622091301,0.13347077593170195,0.44554806851310474,-0.3750944418981424,0.9759086364932132,11.996666666666666,0.5640098515165869,0.127191062029846,1.3352459035394435,0.2547228033457301,0.7351227063854375,0.9422550761921594,0.7765239534358844,0.1046671524397512,0.16707160902243612,0.2216310521250183,0.14682743981422874,1.0042418662785737,0.8296185089525665,0.2833579909825925,0.10759030846062438,0.22110476176811752,0.07274019674768126,0.1584723097031666,0.842643078085029,0.34981986830136474,0.15446575855897327,0.21993126629554388,0.07000607123924328,0.11172221039883956,-2522.4314713885287,1.1803264755056542,-2424.91074523606,1.0590556252170094,-2649.3284587856274,1.6525682488898252,-2414.9625202243938,1.1602458970426925,-5278.502111322152,1.9730179457444945,-2525.3545440836706,1.4857124922803682,-12233.726354175687,2.046399289815615,-3312.1917875608424,1.573341231817556
21,a0022,1,-1.7964682383953445,1.816531243786196,0.05560018763560183,0.04758257992023032,0.49818680153949163,0.040850212742481865,-0.17213811567218196,11.996666666666666,0.7021834252181918,0.122251351592397,1.3507840251155452,0.23316038787217377,0.7350068008304353,1.0326053490084792,0.8908008746434066,0.09515097853150259,0.16246849999234328,0.3381900226961947,0.11994134495897811,1.072931086782332,0.9338533133108202,0.22184646684419113,0.09955400891232274,0.346565613322293,0.08217139103311497,0.1625369619965652,0.944129548176576,0.27630101527874673,0.11891444638203796,0.3488545625226692,0.07978765233836756,0.11721665956908972,-2046.9233952909794,1.186706266134212,-2987.46976994555,1.066522179364385,-2554.4088102979113,1.5808608006311222,-2460.583619045519,1.1695992167591949,-5529.539567098642,1.943155536723491,-2099.3289618946874,1.431016883189445,-12576.37776438634,2.026348572263128,-3029.814365041734,1.5023571346793316
22,a0023,1,-1.5255115772708618,2.0533545565968203,0.06957522498998697,0.064117539080004,0.46621021073060476,0.04900339841333377,-0.04052745681828007,11.996666666666666,0.7025085499857334,0.1060720486067901,1.3737187771204413,0.24245576457538542,0.772098256900983,0.9978606368114282,0.9042328542949519,0.10728936537285058,0.12089781683223118,0.32439259270871024,0.1611585732812814,1.0501167079763796,0.9577939298729663,0.21538876486598135,0.10480664999291592,0.34147519351923467,0.07126061624202135,0.11975921123784047,0.972789580755223,0.272482998350556,0.12696171506931372,0.3484249394179981,0.06972106700243966,0.09208921485612033,-2134.800849807245,1.1918176319291078,-2995.0565784650726,1.068066593543049,-2473.3371761620547,1.6355746949484389,-2599.453558157653,1.1716769617366554,-5172.785605553567,1.9714514579499272,-2408.473582923608,1.4840134427361573,-12132.26574583412,2.053379478772387,-3270.6763867231275,1.5759778048305952
23,a0024,1,-1.2305226330681862,2.360948100572303,0.05978810103748358,0.0639672445487629,0.4377856331295832,0.09395704754015055,0.19546913651112696,11.996666666666666,0.525333498964705,0.11362733882527953,1.3971737261448878,0.29361779548774253,0.6542016003174496,1.059659964025597,0.77977416702502,0.10567353416656473,0.12545461899660496,0.28342131692193906,0.10577312604008865,1.1112179792817254,0.8468763337312157,0.2204419665819845,0.12135221249687568,0.28547242541477175,0.06669511556300638,0.12295814365014393,0.8635577622168222,0.2788492822621178,0.15212804147120237,0.28664317803621847,0.06683483375183119,0.10586518849096886,-2421.733151374798,1.1995948766404712,-3448.777937675171,1.0651762350367022,-2695.4037171487003,1.625173497800262,-2843.923468914466,1.1788565389195658,-5156.865946268403,1.9836266395279483,-2640.2519163116667,1.4878160596544707,-12086.27081562554,2.0603551355492273,-3414.4765007488827,1.5801286647460042
24,a0025,-1,-1.3642856911404788,1.5081375742466567,0.10271421909942119,0.10895470139329227,0.43646499152803636,-0.011814880933397831,-0.2961457302486754,11.996666666666666,0.6660533616309785,0.12317957933103332,1.3256436927367259,0.24204927066670812,0.6593685823944799,0.8524920665077882,0.8880492048081176,0.09164513318504747,0.12902756830355935,0.2749652268722834,0.12309533210322285,0.9292057822113382,0.942566056741926,0.24210898590108454,0.10112295177900886,0.28521375094836565,0.0648855969959777,0.12786401940728923,0.9557975493475565,0.29651474452489046,0.1286800815180762,0.2896253196738373,0.0630212923081376,0.09761309529488803,-2299.827200195545,1.1894290241429408,-2919.4974735042083,1.0657237053623536,-2561.7685209377805,1.6270016161473713,-2570.411502450448,1.1741879186312005,-5156.538486462585,1.9712096540810362,-2549.0963722440792,1.4818583925253854,-12124.714486942361,2.0501603508741786,-3366.20756157131,1.5707474295669828
25,a0026,1,-1.4278244710209642,3.5134259682238587,0.11227079397653035,0.10561296064982229,0.458382719154293,0.2963258671063324,1.7510772787917466,11.996666666666666,0.5967467286599111,0.1294635999275085,1.428991564526157,0.1988582563472896,0.7638937248127109,1.012971605269238,0.8612124674710044,0.1053397966255937,0.15470854217406532,0.22140838459941886,0.16802796464766376,1.0848486917347917,0.9216429846101148,0.23759613448401046,0.10130920228288516,0.21582435879053327,0.08456661783358388,0.1481571640922125,0.9350447506027918,0.2931841512701649,0.121092564051269,0.21082777444802128,0.08093681029486219,0.1056266096388737,-2219.00889461877,1.1774539566428952,-2263.401845747812,1.0651744096896363,-2867.9789633805217,1.6033443899259412,-2310.995943416159,1.1574852036337764,-5713.115703160332,1.9540898053994349,-2400.9752147000822,1.443981910043048,-12640.700553880455,2.0383149148919797,-3296.752757009017,1.5190307909526486
26,a0027,-1,-1.5706987613202301,2.9262445624347166,0.09967958721632363,0.09388926747045095,0.41961338372490997,0.22549092810716154,1.2611618383745018,11.996666666666666,0.6476809729237354,0.13486642341095298,1.2235242679866278,0.22638623766917976,0.7537839892686515,0.8986899760517155,0.8858019561160683,0.10377949313888984,0.13485220859998273,0.289646092574053,0.17677062919396117,0.9374749621046526,0.942590460160762,0.24909783938904675,0.11254874026557807,0.281908233171266,0.08599504215284891,0.13810398363858384,0.9561069867405761,0.31083479429179534,0.10583962602768429,0.276784436069589,0.08333042213409458,0.10124326446055071,-2707.910425765222,1.1959592785693343,-2996.1144527776137,1.070380099943681,-2684.7680234515224,1.6442633526603372,-2870.957310392363,1.1767321271916356,-5368.951202512638,1.9732095329399735,-2801.724357495092,1.4949781787281324,-12422.491966554495,2.0526234031802004,-3588.2406478091543,1.586706518794033
27,a0028,-1,-1.0646186597329816,1.74585221765994,0.11209424575160495,0.10550499683699252,0.4378198172054314,0.06310285086032368,-0.43136723022549583,11.996666666666666,0.6493015014573408,0.1152811696175316,1.3244372437265397,0.21515333104818604,0.7655589854981136,0.9929457300271349,0.9122186840701073,0.11257084059878168,0.153643169023551,0.24940622884258992,0.15215839452547325,1.0468217844715988,0.9747875332121841,0.28936490237318985,0.12060794604090844,0.2457924134691775,0.07071199370582025,0.15082465854147617,0.9887058369392528,0.3577243573489559,0.13543681906738197,0.24278311538552774,0.06891158347677108,0.10236922448548452,-2423.487767073703,1.1964165335017916,-2831.575850508976,1.071335787581236,-2410.483137550713,1.6374650500229961,-2648.6596534619302,1.178889467685534,-5082.380171376549,1.9725130900056558,-2515.0847733250844,1.4947846234066562,-12082.00232210164,2.0455914248756093,-3274.432361352582,1.5843670084107684
